timestep,hh_1,hh_2,hh_3
847,276.29,447.99,1290.2
848,55.654,536.14,150.19
849,56.748,200.16,140.23
850,55.654,200.08,140.07
851,51.461,197.11,119.98
852,49.615,226.12,70.565
853,49.615,276.07,100.4
854,50.519,242.99,90.024
855,91.332,241.43,390.12
856,132.05,253.26,220.13
857,132.06,274.23,930.09
858,75.193,331.95,470.22
859,239.1,701.07,1390.2
860,372.16,922.06,1800.1
861,368.1,623.13,779.98
862,240.15,639.15,830.14
863,186.16,768.19,350.18
864,187.08,683.08,370.13
865,195.24,612.08,300.11
866,57.608,554.1,350.07
867,59.523,273.23,150.49
868,58.467,250.11,100.01
869,61.604,268.09,80.294
870,59.523,259.13,80.294
871,59.523,253.23,90.28
872,103.07,301.06,130.1
873,74.635,294.13,1310.1
874,65.321,674.16,640.34
875,117.23,673.16,1810
876,85.32,239.12,660.16
877,449.12,220.21,580.03
878,530.1,224.27,590.12
879,489.05,222.4,709.92
880,83.698,252.12,479.96
881,416.08,305.25,569.89
882,261.16,748.12,560.15
883,373.15,876.2,500.19
884,610.14,690.06,2270.1
885,958.11,361.15,1940.1
886,1127.1,363.15,439.98
887,690.16,480.13,400.12
888,411.04,473.09,320.15
889,80.45,379.26,410.1
890,47.642,222.07,800.1
891,50.519,238.11,320.13
892,85.544,226.01,90.024
893,99.409,218.14,140.21
894,55.654,237.19,110.13
895,56.748,235.14,100.01
896,55.654,255.97,190.34
897,167.09,1129.1,170.44
898,125.98,978.13,590.3
899,236.13,1008.1,1210.1
900,134.06,666.14,450.12
901,749.06,736.09,770.23
902,1041.1,1739.1,1660.2
903,941.13,2040.1,640.18
904,375.04,745.15,660.04
905,458.26,817.04,720.12
906,1448.2,915.1,720.15
907,500,1490.1,920.09
908,363.3,2111.1,1410.1
909,345.94,1700.1,1070.1
910,1462.1,815.03,1390.1
911,793.23,852.02,390.04
912,265.26,824.14,380.09
913,56.33,782.1,120.1
914,52.539,733.18,90.024
915,50.705,351.1,100.01
916,77.68,258.15,80.294
917,52.328,253.15,90.024
918,54.56,275.1,540.03
919,53.481,568.05,1520.1
920,389.13,471.17,90.024
921,1046.1,218.05,120.12
922,609.09,210.12,150.19
923,54.56,230.12,110.39
924,53.481,226.07,130.24
925,44.694,214.13,140.07
926,46.686,217.07,130.1
927,50.519,231.13,160.16
928,53.481,218.07,160.16
929,53.481,240.36,980.25
